variable,frequency,timestep,zfp_level,zfp_size,zfp_ratio,all_zfp_levs
Z500,monthly,571,16,,,[16.0]
LHFLX,monthly,575,8,,,[8.0]
TAUX,monthly,620,8,,,[8.0]
PRECT,monthly,587,8,,,[8.0]
Z500,monthly,572,16,,,[16.0]
TS,monthly,498,14,,,[14.0]
FLUT,monthly,516,10,,,[10.0]
LHFLX,monthly,576,8,,,[8.0]
TAUX,monthly,621,8,,,[8.0]
PRECT,monthly,588,8,,,[8.0]
Z500,monthly,573,16,,,[16.0]
PRECT,monthly,589,8,,,[8.0]
FLUT,monthly,517,10,,,[10.0]
TAUX,monthly,622,8,,,[8.0]
LHFLX,monthly,577,8,,,[8.0]
FLUT,monthly,518,10,,,[10.0]
TS,monthly,499,14,,,[14.0]
Z500,monthly,574,16,,,[16.0]
PRECT,monthly,590,8,,,[8.0]
TAUX,monthly,623,8,,,[8.0]
LHFLX,monthly,578,8,,,[8.0]
PRECT,monthly,591,10,,,[10.0]
TS,monthly,500,14,,,[14.0]
Z500,monthly,575,16,,,[16.0]
FLUT,monthly,519,10,,,[10.0]
PRECT,monthly,592,8,,,[8.0]
LHFLX,monthly,579,8,,,[8.0]
TAUX,monthly,624,8,,,[8.0]
PRECT,monthly,593,8,,,[8.0]
Z500,monthly,576,16,,,[16.0]
FLUT,monthly,520,10,,,[10.0]
TS,monthly,501,14,,,[14.0]
TAUX,monthly,625,8,,,[8.0]
LHFLX,monthly,580,8,,,[8.0]
Z500,monthly,577,16,,,[16.0]
FLUT,monthly,521,10,,,[10.0]
PRECT,monthly,594,10,,,[10.0]
TS,monthly,502,14,,,[14.0]
TAUX,monthly,626,8,,,[8.0]
LHFLX,monthly,581,8,,,[8.0]
Z500,monthly,578,16,,,[16.0]
PRECT,monthly,595,8,,,[8.0]
TS,monthly,503,14,,,[14.0]
FLUT,monthly,522,10,,,[10.0]
TAUX,monthly,627,8,,,[8.0]
PRECT,monthly,596,8,,,[8.0]
LHFLX,monthly,582,8,,,[8.0]
FLUT,monthly,523,10,,,[10.0]
Z500,monthly,579,16,,,[16.0]
TAUX,monthly,628,8,,,[8.0]
TS,monthly,504,14,,,[14.0]
PRECT,monthly,597,8,,,[8.0]
LHFLX,monthly,583,8,,,[8.0]
TAUX,monthly,629,8,,,[8.0]
FLUT,monthly,524,10,,,[10.0]
Z500,monthly,580,16,,,[16.0]
PRECT,monthly,598,8,,,[8.0]
LHFLX,monthly,584,8,,,[8.0]
TS,monthly,505,14,,,[14.0]
FLUT,monthly,525,10,,,[10.0]
LHFLX,monthly,585,8,,,[8.0]
TAUX,monthly,630,8,,,[8.0]
PRECT,monthly,599,8,,,[8.0]
Z500,monthly,581,16,,,[16.0]
LHFLX,monthly,586,8,,,[8.0]
PRECT,monthly,600,8,,,[8.0]
FLUT,monthly,526,10,,,[10.0]
TS,monthly,506,14,,,[14.0]
TAUX,monthly,631,8,,,[8.0]
PRECT,monthly,601,8,,,[8.0]
LHFLX,monthly,587,8,,,[8.0]
FLUT,monthly,527,10,,,[10.0]
Z500,monthly,582,16,,,[16.0]
TAUX,monthly,632,8,,,[8.0]
TS,monthly,507,14,,,[14.0]
LHFLX,monthly,588,8,,,[8.0]
PRECT,monthly,602,8,,,[8.0]
PRECT,monthly,603,10,,,[10.0]
PRECT,monthly,604,8,,,[8.0]
FLUT,monthly,528,10,,,[10.0]
TS,monthly,508,14,,,[14.0]
LHFLX,monthly,589,8,,,[8.0]
PRECT,monthly,605,8,,,[8.0]
Z500,monthly,583,16,,,[16.0]
FLUT,monthly,529,10,,,[10.0]
TAUX,monthly,633,8,,,[8.0]
LHFLX,monthly,590,8,,,[8.0]
PRECT,monthly,606,10,,,[10.0]
TS,monthly,509,14,,,[14.0]
FLUT,monthly,530,10,,,[10.0]
TAUX,monthly,634,8,,,[8.0]
Z500,monthly,584,16,,,[16.0]
LHFLX,monthly,591,8,,,[8.0]
FLUT,monthly,531,10,,,[10.0]
TAUX,monthly,635,8,,,[8.0]
TS,monthly,510,14,,,[14.0]
PRECT,monthly,607,8,,,[8.0]
FLUT,monthly,532,10,,,[10.0]
TAUX,monthly,636,8,,,[8.0]
LHFLX,monthly,592,8,,,[8.0]
TS,monthly,511,14,,,[14.0]
PRECT,monthly,608,8,,,[8.0]
Z500,monthly,585,16,,,[16.0]
TAUX,monthly,637,8,,,[8.0]
LHFLX,monthly,593,8,,,[8.0]
TS,monthly,512,14,,,[14.0]
Z500,monthly,586,16,,,[16.0]
FLUT,monthly,533,10,,,[10.0]
PRECT,monthly,609,8,,,[8.0]
TAUX,monthly,638,8,,,[8.0]
LHFLX,monthly,594,8,,,[8.0]
TS,monthly,513,14,,,[14.0]
TAUX,monthly,639,8,,,[8.0]
Z500,monthly,587,16,,,[16.0]
FLUT,monthly,534,10,,,[10.0]
PRECT,monthly,610,8,,,[8.0]
LHFLX,monthly,595,8,,,[8.0]
TAUX,monthly,640,8,,,[8.0]
FLUT,monthly,535,10,,,[10.0]
LHFLX,monthly,596,8,,,[8.0]
PRECT,monthly,611,8,,,[8.0]
TS,monthly,514,14,,,[14.0]
Z500,monthly,588,16,,,[16.0]
FLUT,monthly,536,10,,,[10.0]
PRECT,monthly,612,8,,,[8.0]
FLUT,monthly,537,10,,,[10.0]
TAUX,monthly,641,8,,,[8.0]
TS,monthly,515,14,,,[14.0]
PRECT,monthly,613,8,,,[8.0]
LHFLX,monthly,597,8,,,[8.0]
TS,monthly,516,14,,,[14.0]
PRECT,monthly,614,8,,,[8.0]
TAUX,monthly,642,8,,,[8.0]
FLUT,monthly,538,10,,,[10.0]
Z500,monthly,589,16,,,[16.0]
LHFLX,monthly,598,8,,,[8.0]
PRECT,monthly,615,8,,,[8.0]
TAUX,monthly,643,8,,,[8.0]
TS,monthly,517,14,,,[14.0]
FLUT,monthly,539,10,,,[10.0]
FLUT,monthly,540,10,,,[10.0]
Z500,monthly,590,16,,,[16.0]
LHFLX,monthly,599,8,,,[8.0]
TS,monthly,518,14,,,[14.0]
TAUX,monthly,644,8,,,[8.0]
PRECT,monthly,616,8,,,[8.0]
FLUT,monthly,541,10,,,[10.0]
Z500,monthly,591,16,,,[16.0]
TAUX,monthly,645,8,,,[8.0]
LHFLX,monthly,600,8,,,[8.0]
TS,monthly,519,14,,,[14.0]
TAUX,monthly,646,8,,,[8.0]
FLUT,monthly,542,10,,,[10.0]
PRECT,monthly,617,8,,,[8.0]
TS,monthly,520,14,,,[14.0]
Z500,monthly,592,16,,,[16.0]
LHFLX,monthly,601,8,,,[8.0]
TAUX,monthly,647,8,,,[8.0]
TAUX,monthly,648,8,,,[8.0]
PRECT,monthly,618,8,,,[8.0]
LHFLX,monthly,602,8,,,[8.0]
FLUT,monthly,543,10,,,[10.0]
Z500,monthly,593,16,,,[16.0]
TS,monthly,521,14,,,[14.0]
PRECT,monthly,619,8,,,[8.0]
FLUT,monthly,544,10,,,[10.0]
LHFLX,monthly,603,8,,,[8.0]
TAUX,monthly,649,8,,,[8.0]
TS,monthly,522,14,,,[14.0]
Z500,monthly,594,16,,,[16.0]
PRECT,monthly,620,8,,,[8.0]
FLUT,monthly,545,10,,,[10.0]
TAUX,monthly,650,8,,,[8.0]
LHFLX,monthly,604,8,,,[8.0]
FLUT,monthly,546,10,,,[10.0]
Z500,monthly,595,16,,,[16.0]
PRECT,monthly,621,10,,,[10.0]
LHFLX,monthly,605,8,,,[8.0]
TS,monthly,523,14,,,[14.0]
TAUX,monthly,651,8,,,[8.0]
FLUT,monthly,547,10,,,[10.0]
Z500,monthly,596,16,,,[16.0]
TS,monthly,524,14,,,[14.0]
LHFLX,monthly,606,8,,,[8.0]
PRECT,monthly,622,8,,,[8.0]
TAUX,monthly,652,8,,,[8.0]
TS,monthly,525,14,,,[14.0]
LHFLX,monthly,607,8,,,[8.0]
FLUT,monthly,548,10,,,[10.0]
LHFLX,monthly,608,8,,,[8.0]
TAUX,monthly,653,8,,,[8.0]
PRECT,monthly,623,8,,,[8.0]
Z500,monthly,597,16,,,[16.0]
TS,monthly,526,14,,,[14.0]
FLUT,monthly,549,10,,,[10.0]
LHFLX,monthly,609,8,,,[8.0]
PRECT,monthly,624,8,,,[8.0]
TS,monthly,527,14,,,[14.0]
TAUX,monthly,654,8,,,[8.0]
FLUT,monthly,550,10,,,[10.0]
LHFLX,monthly,610,8,,,[8.0]
TAUX,monthly,655,8,,,[8.0]
Z500,monthly,598,16,,,[16.0]
TS,monthly,528,14,,,[14.0]
PRECT,monthly,625,8,,,[8.0]
FLUT,monthly,551,10,,,[10.0]
TAUX,monthly,656,8,,,[8.0]
LHFLX,monthly,611,8,,,[8.0]
FLUT,monthly,552,10,,,[10.0]
PRECT,monthly,626,8,,,[8.0]
Z500,monthly,599,16,,,[16.0]
FLUT,monthly,553,10,,,[10.0]
PRECT,monthly,627,8,,,[8.0]
TS,monthly,529,14,,,[14.0]
TAUX,monthly,657,8,,,[8.0]
LHFLX,monthly,612,8,,,[8.0]
Z500,monthly,600,16,,,[16.0]
LHFLX,monthly,613,8,,,[8.0]
PRECT,monthly,628,8,,,[8.0]
TS,monthly,530,14,,,[14.0]
Z500,monthly,601,16,,,[16.0]
LHFLX,monthly,614,8,,,[8.0]
FLUT,monthly,554,10,,,[10.0]
TAUX,monthly,658,8,,,[8.0]
PRECT,monthly,629,8,,,[8.0]
TAUX,monthly,659,8,,,[8.0]
LHFLX,monthly,615,8,,,[8.0]
Z500,monthly,602,16,,,[16.0]
TS,monthly,531,14,,,[14.0]
Z500,monthly,603,16,,,[16.0]
FLUT,monthly,555,10,,,[10.0]
PRECT,monthly,630,8,,,[8.0]
LHFLX,monthly,616,8,,,[8.0]
TS,monthly,532,14,,,[14.0]
TAUX,monthly,660,8,,,[8.0]
FLUT,monthly,556,10,,,[10.0]
Z500,monthly,604,16,,,[16.0]
PRECT,monthly,631,8,,,[8.0]
LHFLX,monthly,617,8,,,[8.0]
TS,monthly,533,14,,,[14.0]
TAUX,monthly,661,8,,,[8.0]
FLUT,monthly,557,10,,,[10.0]
Z500,monthly,605,16,,,[16.0]
PRECT,monthly,632,8,,,[8.0]
TS,monthly,534,14,,,[14.0]
FLUT,monthly,558,10,,,[10.0]
TAUX,monthly,662,8,,,[8.0]
LHFLX,monthly,618,8,,,[8.0]
TS,monthly,535,14,,,[14.0]
FLUT,monthly,559,10,,,[10.0]
PRECT,monthly,633,8,,,[8.0]
Z500,monthly,606,16,,,[16.0]
TAUX,monthly,663,8,,,[8.0]
LHFLX,monthly,619,8,,,[8.0]
Z500,monthly,607,16,,,[16.0]
TS,monthly,536,14,,,[14.0]
PRECT,monthly,634,8,,,[8.0]
FLUT,monthly,560,10,,,[10.0]
TAUX,monthly,664,8,,,[8.0]
LHFLX,monthly,620,8,,,[8.0]
TS,monthly,537,14,,,[14.0]
PRECT,monthly,635,8,,,[8.0]
Z500,monthly,608,16,,,[16.0]
PRECT,monthly,636,8,,,[8.0]
FLUT,monthly,561,10,,,[10.0]
TAUX,monthly,665,8,,,[8.0]
PRECT,monthly,637,8,,,[8.0]
Z500,monthly,609,16,,,[16.0]
LHFLX,monthly,621,8,,,[8.0]
FLUT,monthly,562,10,,,[10.0]
LHFLX,monthly,622,8,,,[8.0]
TAUX,monthly,666,8,,,[8.0]
PRECT,monthly,638,8,,,[8.0]
TS,monthly,538,14,,,[14.0]
FLUT,monthly,563,10,,,[10.0]
Z500,monthly,610,16,,,[16.0]
TAUX,monthly,667,8,,,[8.0]
LHFLX,monthly,623,8,,,[8.0]
PRECT,monthly,639,10,,,[10.0]
TAUX,monthly,668,8,,,[8.0]
LHFLX,monthly,624,8,,,[8.0]
Z500,monthly,611,16,,,[16.0]
LHFLX,monthly,625,8,,,[8.0]
FLUT,monthly,564,10,,,[10.0]
TS,monthly,539,14,,,[14.0]
Z500,monthly,612,16,,,[16.0]
LHFLX,monthly,626,8,,,[8.0]
TAUX,monthly,669,8,,,[8.0]
PRECT,monthly,640,8,,,[8.0]
LHFLX,monthly,627,8,,,[8.0]
FLUT,monthly,565,10,,,[10.0]
Z500,monthly,613,16,,,[16.0]
PRECT,monthly,641,10,,,[10.0]
TAUX,monthly,670,8,,,[8.0]
TS,monthly,540,14,,,[14.0]
TAUX,monthly,671,8,,,[8.0]
LHFLX,monthly,628,8,,,[8.0]
Z500,monthly,614,16,,,[16.0]
TS,monthly,541,14,,,[14.0]
FLUT,monthly,566,10,,,[10.0]
TAUX,monthly,672,8,,,[8.0]
Z500,monthly,615,16,,,[16.0]
LHFLX,monthly,629,8,,,[8.0]
TAUX,monthly,673,8,,,[8.0]
TS,monthly,542,14,,,[14.0]
PRECT,monthly,642,8,,,[8.0]
LHFLX,monthly,630,8,,,[8.0]
FLUT,monthly,567,10,,,[10.0]
TAUX,monthly,674,8,,,[8.0]
Z500,monthly,616,16,,,[16.0]
LHFLX,monthly,631,8,,,[8.0]
PRECT,monthly,643,8,,,[8.0]
Z500,monthly,617,16,,,[16.0]
LHFLX,monthly,632,8,,,[8.0]
TAUX,monthly,675,8,,,[8.0]
TS,monthly,543,14,,,[14.0]
FLUT,monthly,568,10,,,[10.0]
Z500,monthly,618,16,,,[16.0]
PRECT,monthly,644,8,,,[8.0]
TS,monthly,544,14,,,[14.0]
LHFLX,monthly,633,8,,,[8.0]
TAUX,monthly,676,8,,,[8.0]
FLUT,monthly,569,10,,,[10.0]
Z500,monthly,619,16,,,[16.0]
TS,monthly,545,14,,,[14.0]
TAUX,monthly,677,8,,,[8.0]
Z500,monthly,620,16,,,[16.0]
PRECT,monthly,645,8,,,[8.0]
LHFLX,monthly,634,8,,,[8.0]
Z500,monthly,621,16,,,[16.0]
FLUT,monthly,570,10,,,[10.0]
TAUX,monthly,678,8,,,[8.0]
LHFLX,monthly,635,8,,,[8.0]
FLUT,monthly,571,10,,,[10.0]
Z500,monthly,622,16,,,[16.0]
TS,monthly,546,14,,,[14.0]
LHFLX,monthly,636,8,,,[8.0]
PRECT,monthly,646,8,,,[8.0]
TAUX,monthly,679,8,,,[8.0]
LHFLX,monthly,637,8,,,[8.0]
PRECT,monthly,647,8,,,[8.0]
Z500,monthly,623,16,,,[16.0]
FLUT,monthly,572,10,,,[10.0]
PRECT,monthly,648,8,,,[8.0]
TAUX,monthly,680,8,,,[8.0]
Z500,monthly,624,16,,,[16.0]
TS,monthly,547,14,,,[14.0]
FLUT,monthly,573,10,,,[10.0]
LHFLX,monthly,638,8,,,[8.0]
PRECT,monthly,649,8,,,[8.0]
LHFLX,monthly,639,8,,,[8.0]
FLUT,monthly,574,10,,,[10.0]
LHFLX,monthly,640,8,,,[8.0]
PRECT,monthly,650,8,,,[8.0]
TAUX,monthly,681,8,,,[8.0]
TS,monthly,548,14,,,[14.0]
Z500,monthly,625,16,,,[16.0]
TAUX,monthly,682,8,,,[8.0]
PRECT,monthly,651,8,,,[8.0]
LHFLX,monthly,641,8,,,[8.0]
TS,monthly,549,14,,,[14.0]
LHFLX,monthly,642,8,,,[8.0]
TAUX,monthly,683,8,,,[8.0]
Z500,monthly,626,16,,,[16.0]
FLUT,monthly,575,10,,,[10.0]
LHFLX,monthly,643,8,,,[8.0]
TAUX,monthly,684,8,,,[8.0]
PRECT,monthly,652,8,,,[8.0]
FLUT,monthly,576,10,,,[10.0]
TS,monthly,550,14,,,[14.0]
Z500,monthly,627,16,,,[16.0]
LHFLX,monthly,644,8,,,[8.0]
TAUX,monthly,685,8,,,[8.0]
PRECT,monthly,653,8,,,[8.0]
FLUT,monthly,577,10,,,[10.0]
TAUX,monthly,686,8,,,[8.0]
Z500,monthly,628,16,,,[16.0]
TS,monthly,551,14,,,[14.0]
LHFLX,monthly,645,8,,,[8.0]
LHFLX,monthly,646,8,,,[8.0]
FLUT,monthly,578,10,,,[10.0]
Z500,monthly,629,16,,,[16.0]
TAUX,monthly,687,8,,,[8.0]
PRECT,monthly,654,8,,,[8.0]
TS,monthly,552,14,,,[14.0]
LHFLX,monthly,647,8,,,[8.0]
PRECT,monthly,655,8,,,[8.0]
Z500,monthly,630,16,,,[16.0]
TS,monthly,553,14,,,[14.0]
TAUX,monthly,688,8,,,[8.0]
Z500,monthly,631,16,,,[16.0]
FLUT,monthly,579,10,,,[10.0]
PRECT,monthly,656,10,,,[10.0]
LHFLX,monthly,648,8,,,[8.0]
Z500,monthly,632,16,,,[16.0]
LHFLX,monthly,649,8,,,[8.0]
PRECT,monthly,657,8,,,[8.0]
TAUX,monthly,689,8,,,[8.0]
TS,monthly,554,14,,,[14.0]
FLUT,monthly,580,10,,,[10.0]
TAUX,monthly,690,8,,,[8.0]
Z500,monthly,633,16,,,[16.0]
PRECT,monthly,658,8,,,[8.0]
LHFLX,monthly,650,8,,,[8.0]
TS,monthly,555,14,,,[14.0]
Z500,monthly,634,16,,,[16.0]
TS,monthly,556,14,,,[14.0]
PRECT,monthly,659,8,,,[8.0]
TAUX,monthly,691,8,,,[8.0]
LHFLX,monthly,651,8,,,[8.0]
FLUT,monthly,581,10,,,[10.0]
LHFLX,monthly,652,8,,,[8.0]
FLUT,monthly,582,10,,,[10.0]
TAUX,monthly,692,8,,,[8.0]
Z500,monthly,635,16,,,[16.0]
LHFLX,monthly,653,8,,,[8.0]
PRECT,monthly,660,8,,,[8.0]
TAUX,monthly,693,8,,,[8.0]
TS,monthly,557,14,,,[14.0]
FLUT,monthly,583,10,,,[10.0]
Z500,monthly,636,16,,,[16.0]
LHFLX,monthly,654,8,,,[8.0]
TAUX,monthly,694,8,,,[8.0]
PRECT,monthly,661,8,,,[8.0]
FLUT,monthly,584,10,,,[10.0]
PRECT,monthly,662,10,,,[10.0]
LHFLX,monthly,655,8,,,[8.0]
TS,monthly,558,14,,,[14.0]
Z500,monthly,637,16,,,[16.0]
FLUT,monthly,585,10,,,[10.0]
TS,monthly,559,14,,,[14.0]
Z500,monthly,638,16,,,[16.0]
PRECT,monthly,663,10,,,[10.0]
LHFLX,monthly,656,8,,,[8.0]
TAUX,monthly,695,8,,,[8.0]
FLUT,monthly,586,10,,,[10.0]
TAUX,monthly,696,8,,,[8.0]
Z500,monthly,639,16,,,[16.0]
FLUT,monthly,587,10,,,[10.0]
LHFLX,monthly,657,8,,,[8.0]
PRECT,monthly,664,8,,,[8.0]
TS,monthly,560,14,,,[14.0]
TAUX,monthly,697,8,,,[8.0]
LHFLX,monthly,658,8,,,[8.0]
FLUT,monthly,588,10,,,[10.0]
PRECT,monthly,665,8,,,[8.0]
Z500,monthly,640,16,,,[16.0]
PRECT,monthly,666,8,,,[8.0]
TS,monthly,561,14,,,[14.0]
TAUX,monthly,698,8,,,[8.0]
LHFLX,monthly,659,8,,,[8.0]
Z500,monthly,641,16,,,[16.0]
TS,monthly,562,14,,,[14.0]
PRECT,monthly,667,10,,,[10.0]
FLUT,monthly,589,10,,,[10.0]
Z500,monthly,642,16,,,[16.0]
TAUX,monthly,699,8,,,[8.0]
PRECT,monthly,668,8,,,[8.0]
LHFLX,monthly,660,8,,,[8.0]
TS,monthly,563,14,,,[14.0]
PRECT,monthly,669,8,,,[8.0]
Z500,monthly,643,16,,,[16.0]
LHFLX,monthly,661,8,,,[8.0]
FLUT,monthly,590,10,,,[10.0]
TS,monthly,564,14,,,[14.0]
TAUX,monthly,700,8,,,[8.0]
Z500,monthly,644,16,,,[16.0]
PRECT,monthly,670,8,,,[8.0]
LHFLX,monthly,662,8,,,[8.0]
Z500,monthly,645,16,,,[16.0]
PRECT,monthly,671,10,,,[10.0]
TAUX,monthly,701,8,,,[8.0]
FLUT,monthly,591,10,,,[10.0]
LHFLX,monthly,663,8,,,[8.0]
Z500,monthly,646,16,,,[16.0]
TAUX,monthly,702,8,,,[8.0]
PRECT,monthly,672,8,,,[8.0]
TS,monthly,565,14,,,[14.0]
FLUT,monthly,592,10,,,[10.0]
LHFLX,monthly,664,8,,,[8.0]
PRECT,monthly,673,8,,,[8.0]
Z500,monthly,647,16,,,[16.0]
TS,monthly,566,14,,,[14.0]
TAUX,monthly,703,8,,,[8.0]
FLUT,monthly,593,10,,,[10.0]
LHFLX,monthly,665,8,,,[8.0]
TAUX,monthly,704,8,,,[8.0]
PRECT,monthly,674,8,,,[8.0]
FLUT,monthly,594,10,,,[10.0]
Z500,monthly,648,16,,,[16.0]
LHFLX,monthly,666,8,,,[8.0]
TS,monthly,567,14,,,[14.0]
Z500,monthly,649,16,,,[16.0]
PRECT,monthly,675,8,,,[8.0]
LHFLX,monthly,667,8,,,[8.0]
TS,monthly,568,14,,,[14.0]
Z500,monthly,650,16,,,[16.0]
FLUT,monthly,595,10,,,[10.0]
TAUX,monthly,705,8,,,[8.0]
LHFLX,monthly,668,8,,,[8.0]
PRECT,monthly,676,8,,,[8.0]
TAUX,monthly,706,8,,,[8.0]
FLUT,monthly,596,10,,,[10.0]
Z500,monthly,651,16,,,[16.0]
TS,monthly,569,14,,,[14.0]
PRECT,monthly,677,10,,,[10.0]
TAUX,monthly,707,8,,,[8.0]
LHFLX,monthly,669,8,,,[8.0]
TS,monthly,570,14,,,[14.0]
Z500,monthly,652,16,,,[16.0]
TAUX,monthly,708,8,,,[8.0]
LHFLX,monthly,670,8,,,[8.0]
Z500,monthly,653,16,,,[16.0]
TS,monthly,571,14,,,[14.0]
FLUT,monthly,597,10,,,[10.0]
TAUX,monthly,709,8,,,[8.0]
LHFLX,monthly,671,8,,,[8.0]
PRECT,monthly,678,8,,,[8.0]
TS,monthly,572,14,,,[14.0]
Z500,monthly,654,16,,,[16.0]
PRECT,monthly,679,8,,,[8.0]
LHFLX,monthly,672,8,,,[8.0]
FLUT,monthly,598,10,,,[10.0]
PRECT,monthly,680,8,,,[8.0]
TS,monthly,573,14,,,[14.0]
TAUX,monthly,710,8,,,[8.0]
Z500,monthly,655,16,,,[16.0]
FLUT,monthly,599,10,,,[10.0]
LHFLX,monthly,673,8,,,[8.0]
PRECT,monthly,681,8,,,[8.0]
Z500,monthly,656,16,,,[16.0]
FLUT,monthly,600,10,,,[10.0]
TAUX,monthly,711,8,,,[8.0]
LHFLX,monthly,674,8,,,[8.0]
Z500,monthly,657,16,,,[16.0]
TAUX,monthly,712,8,,,[8.0]
TS,monthly,574,14,,,[14.0]
PRECT,monthly,682,8,,,[8.0]
FLUT,monthly,601,10,,,[10.0]
Z500,monthly,658,16,,,[16.0]
PRECT,monthly,683,8,,,[8.0]
FLUT,monthly,602,10,,,[10.0]
LHFLX,monthly,675,8,,,[8.0]
TAUX,monthly,713,8,,,[8.0]
Z500,monthly,659,16,,,[16.0]
TS,monthly,575,14,,,[14.0]
Z500,monthly,660,16,,,[16.0]
LHFLX,monthly,676,8,,,[8.0]
TS,monthly,576,14,,,[14.0]
PRECT,monthly,684,8,,,[8.0]
FLUT,monthly,603,10,,,[10.0]
TAUX,monthly,714,8,,,[8.0]
LHFLX,monthly,677,8,,,[8.0]
TS,monthly,577,14,,,[14.0]
Z500,monthly,661,16,,,[16.0]
LHFLX,monthly,678,8,,,[8.0]
FLUT,monthly,604,10,,,[10.0]
TS,monthly,578,14,,,[14.0]
PRECT,monthly,685,8,,,[8.0]
Z500,monthly,662,16,,,[16.0]
TAUX,monthly,715,8,,,[8.0]
LHFLX,monthly,679,8,,,[8.0]
FLUT,monthly,605,10,,,[10.0]
PRECT,monthly,686,10,,,[10.0]
TAUX,monthly,716,8,,,[8.0]
TS,monthly,579,14,,,[14.0]
Z500,monthly,663,16,,,[16.0]
LHFLX,monthly,680,8,,,[8.0]
FLUT,monthly,606,10,,,[10.0]
PRECT,monthly,687,8,,,[8.0]
FLUT,monthly,607,10,,,[10.0]
TAUX,monthly,717,8,,,[8.0]
Z500,monthly,664,16,,,[16.0]
TS,monthly,580,14,,,[14.0]
LHFLX,monthly,681,8,,,[8.0]
TAUX,monthly,718,8,,,[8.0]
FLUT,monthly,608,10,,,[10.0]
PRECT,monthly,688,8,,,[8.0]
Z500,monthly,665,16,,,[16.0]
FLUT,monthly,609,10,,,[10.0]
TS,monthly,581,14,,,[14.0]
PRECT,monthly,689,10,,,[10.0]
LHFLX,monthly,682,8,,,[8.0]
PRECT,monthly,690,8,,,[8.0]
TAUX,monthly,719,8,,,[8.0]
Z500,monthly,666,16,,,[16.0]
PRECT,monthly,691,8,,,[8.0]
TS,monthly,582,14,,,[14.0]
FLUT,monthly,610,10,,,[10.0]
LHFLX,monthly,683,8,,,[8.0]
Z500,monthly,667,16,,,[16.0]
FLUT,monthly,611,10,,,[10.0]
LHFLX,monthly,684,8,,,[8.0]
TS,monthly,583,14,,,[14.0]
PRECT,monthly,692,8,,,[8.0]
TAUX,monthly,720,8,,,[8.0]
Z500,monthly,668,16,,,[16.0]
LHFLX,monthly,685,8,,,[8.0]
PRECT,monthly,693,8,,,[8.0]
TAUX,monthly,721,8,,,[8.0]
Z500,monthly,669,16,,,[16.0]
TS,monthly,584,14,,,[14.0]
FLUT,monthly,612,10,,,[10.0]
TAUX,monthly,722,8,,,[8.0]
Z500,monthly,670,16,,,[16.0]
LHFLX,monthly,686,8,,,[8.0]
PRECT,monthly,694,10,,,[10.0]
TS,monthly,585,14,,,[14.0]
TAUX,monthly,723,8,,,[8.0]
Z500,monthly,671,16,,,[16.0]
PRECT,monthly,695,10,,,[10.0]
LHFLX,monthly,687,8,,,[8.0]
FLUT,monthly,613,10,,,[10.0]
Z500,monthly,672,16,,,[16.0]
PRECT,monthly,696,8,,,[8.0]
TS,monthly,586,14,,,[14.0]
TAUX,monthly,724,8,,,[8.0]
LHFLX,monthly,688,8,,,[8.0]
FLUT,monthly,614,10,,,[10.0]
TS,monthly,587,14,,,[14.0]
PRECT,monthly,697,8,,,[8.0]
TAUX,monthly,725,8,,,[8.0]
Z500,monthly,673,16,,,[16.0]
LHFLX,monthly,689,8,,,[8.0]
Z500,monthly,674,16,,,[16.0]
TS,monthly,588,14,,,[14.0]
FLUT,monthly,615,10,,,[10.0]
TAUX,monthly,726,8,,,[8.0]
PRECT,monthly,698,8,,,[8.0]
LHFLX,monthly,690,8,,,[8.0]
TAUX,monthly,727,8,,,[8.0]
Z500,monthly,675,16,,,[16.0]
FLUT,monthly,616,10,,,[10.0]
PRECT,monthly,699,8,,,[8.0]
TAUX,monthly,728,8,,,[8.0]
TS,monthly,589,14,,,[14.0]
LHFLX,monthly,691,8,,,[8.0]
TAUX,monthly,729,8,,,[8.0]
Z500,monthly,676,16,,,[16.0]
LHFLX,monthly,692,8,,,[8.0]
FLUT,monthly,617,10,,,[10.0]
PRECT,monthly,700,8,,,[8.0]
Z500,monthly,677,16,,,[16.0]
LHFLX,monthly,693,8,,,[8.0]
TS,monthly,590,14,,,[14.0]
FLUT,monthly,618,10,,,[10.0]
Z500,monthly,678,16,,,[16.0]
TS,monthly,591,14,,,[14.0]
PRECT,monthly,701,8,,,[8.0]
FLUT,monthly,619,10,,,[10.0]
LHFLX,monthly,694,8,,,[8.0]
Z500,monthly,679,16,,,[16.0]
Z500,monthly,680,16,,,[16.0]
TS,monthly,592,14,,,[14.0]
PRECT,monthly,702,8,,,[8.0]
FLUT,monthly,620,10,,,[10.0]
LHFLX,monthly,695,8,,,[8.0]
Z500,monthly,681,16,,,[16.0]
LHFLX,monthly,696,8,,,[8.0]
PRECT,monthly,703,8,,,[8.0]
TS,monthly,593,14,,,[14.0]
PRECT,monthly,704,8,,,[8.0]
FLUT,monthly,621,10,,,[10.0]
PRECT,monthly,705,10,,,[10.0]
Z500,monthly,682,16,,,[16.0]
LHFLX,monthly,697,8,,,[8.0]
TS,monthly,594,14,,,[14.0]
FLUT,monthly,622,10,,,[10.0]
PRECT,monthly,706,8,,,[8.0]
FLUT,monthly,623,10,,,[10.0]
PRECT,monthly,707,8,,,[8.0]
Z500,monthly,683,16,,,[16.0]
TS,monthly,595,14,,,[14.0]
