index,set,time,mean,variance,ns_con_var,w_e_first_differences,prob_positive,num_zero,range,quantile,levels,algs,ratios,variable
2737,orig_FSNTOA,37,245.48727281392985,11320.682333355602,130.66918312270238,0.0,0.953125,2592.0,407.1185302734375,220.2626266479492,16,zfp,2.47,BURDENDUST
2738,orig_FSNTOA,38,243.5757753934012,8923.700876748657,116.9739568990012,0.0,1.0,0.0,375.79492473602295,198.5894927978516,16,zfp,2.47,BURDENDUST
2739,orig_FSNTOA,39,238.7828558105154,9565.31413767505,120.07612779918712,0.0,0.9739583333333334,1440.0,399.0650024414063,210.9247283935547,16,zfp,2.47,BURDENDUST
2740,orig_FSNTOA,40,234.38269499294148,11961.81953277967,133.4453186198396,0.0,0.9162688078703703,4630.0,413.0411987304688,209.3412094116211,16,zfp,2.47,BURDENDUST
2741,orig_FSNTOA,41,231.4731129103833,13652.40792190264,127.9823297499092,0.0,0.875,6912.0,424.5992431640625,223.4197998046875,16,zfp,2.47,BURDENDUST
2742,orig_FSNTOA,42,232.1412747789317,12577.03524400532,113.09508633727188,0.0,0.8958333333333334,5760.0,424.9139099121094,241.8389663696289,16,zfp,2.47,BURDENDUST
2743,orig_FSNTOA,43,235.09712282500448,9427.884138991025,104.45753332149584,0.0,0.9479166666666666,2880.0,391.2052307128906,217.4042739868164,16,zfp,2.47,BURDENDUST
2744,orig_FSNTOA,44,238.41231773959265,8007.384135147193,95.76689279962464,0.0,1.0,0.0,373.3518135547638,199.3750534057617,16,zfp,2.47,BURDENDUST
2745,orig_FSNTOA,45,241.33229492171557,9517.060768983632,100.85658182686284,0.0,0.979293258101852,1145.0,398.3031311035156,208.49046325683597,16,zfp,2.47,BURDENDUST
2746,orig_FSNTOA,46,241.61504809208503,13226.48110673358,119.63583229304884,0.0,0.9167209201388888,4605.0,422.4161682128906,201.95001220703125,16,zfp,2.47,BURDENDUST
2747,orig_FSNTOA,47,243.8018611087391,16120.893690895828,125.87815295987404,0.0,0.8751265914351852,6905.0,451.6734619140625,206.69374084472656,16,zfp,2.47,BURDENDUST
2748,orig_FSNTOA,48,245.3892106503392,15033.940306863857,132.43271230923023,0.0,0.9010416666666666,5472.0,433.1966857910156,217.95648193359372,16,zfp,2.47,BURDENDUST
2749,orig_FSNTOA,49,246.41700203674785,11367.477052398854,128.9350368682852,0.0,0.953125,2592.0,407.4923706054688,220.34246826171875,16,zfp,2.47,BURDENDUST
2750,orig_FSNTOA,50,244.7811112044352,8863.765623848767,113.13167097024896,0.0,1.0,0.0,379.70462560653687,200.2420425415039,16,zfp,2.47,BURDENDUST
2751,orig_FSNTOA,51,239.03604902518492,9596.200858633894,117.7273796559984,0.0,0.9739583333333334,1440.0,393.1521301269531,208.1740951538086,16,zfp,2.47,BURDENDUST
2752,orig_FSNTOA,52,234.1352825054797,12001.920436454937,141.61188998812702,0.0,0.9162688078703703,4630.0,413.43359375,209.6397857666016,16,zfp,2.47,BURDENDUST
2753,orig_FSNTOA,53,232.28102687475388,13743.885497676714,117.128986454699,0.0,0.875,6912.0,434.8479919433594,222.39818572998047,16,zfp,2.47,BURDENDUST
2754,orig_FSNTOA,54,232.3827497767801,12612.653475937032,108.39287206399553,0.0,0.8958333333333334,5760.0,423.9290161132813,237.81002044677732,16,zfp,2.47,BURDENDUST
2755,orig_FSNTOA,55,234.77683538929543,9618.013725107492,104.66088751289251,0.0,0.9479166666666666,2880.0,392.452392578125,214.6231002807617,16,zfp,2.47,BURDENDUST
2756,orig_FSNTOA,56,238.5937548721312,7944.171373984498,100.6868411827158,0.0,1.0,0.0,380.57518339157104,201.64024353027344,16,zfp,2.47,BURDENDUST
2757,orig_FSNTOA,57,241.3636497545463,9637.71431288582,93.32878606114656,0.0,0.979293258101852,1145.0,398.9030456542969,208.47943878173828,16,zfp,2.47,BURDENDUST
2758,orig_FSNTOA,58,242.0061844707599,13377.133798068517,114.6162972378278,0.0,0.9167209201388888,4605.0,430.2756042480469,200.9783935546875,16,zfp,2.47,BURDENDUST
2759,orig_FSNTOA,59,243.84395136085004,16295.513388306308,121.58064069089264,0.0,0.8751265914351852,6905.0,448.83013916015625,214.6117935180664,16,zfp,2.47,BURDENDUST
2760,orig_FSNTOA,60,246.0176300567236,15117.997495604315,131.22091627138974,0.0,0.9010416666666666,5472.0,439.739501953125,224.43395233154297,16,zfp,2.47,BURDENDUST
2761,orig_FSNTOA,61,245.6033554116007,11306.119497663702,135.01679145513026,0.0,0.953125,2592.0,406.4488525390625,219.9045181274414,16,zfp,2.47,BURDENDUST
2762,orig_FSNTOA,62,243.16007612087404,8878.329613854794,119.4204744712252,0.0,1.0,0.0,370.1407027244568,196.8461151123047,16,zfp,2.47,BURDENDUST
2763,orig_FSNTOA,63,238.71979194071372,9500.092500284596,122.45425856130063,0.0,0.9739583333333334,1440.0,399.178466796875,209.9273223876953,16,zfp,2.47,BURDENDUST
2764,orig_FSNTOA,64,234.3798044882613,11887.858952227956,136.90581609290038,0.0,0.9162688078703703,4630.0,414.7913513183594,213.42842864990237,16,zfp,2.47,BURDENDUST
2765,orig_FSNTOA,65,231.87570805690612,13554.334922616355,119.6607242818782,0.0,0.875,6912.0,429.3950500488281,222.90118408203125,16,zfp,2.47,BURDENDUST
2766,orig_FSNTOA,66,232.6491878067488,12605.146816624558,108.40815563096903,0.0,0.8958333333333334,5760.0,424.9586181640625,237.99249267578125,16,zfp,2.47,BURDENDUST
2767,orig_FSNTOA,67,234.68530029433776,9460.279346719004,104.09975355786416,0.0,0.9479166666666666,2880.0,389.1908264160156,216.42578125,16,zfp,2.47,BURDENDUST
2768,orig_FSNTOA,68,238.68063217169345,7956.060224255632,95.37886049515156,0.0,1.0,0.0,380.4307794570923,200.9882049560547,16,zfp,2.47,BURDENDUST
2769,orig_FSNTOA,69,241.35901311013544,9613.466100805796,102.39051453265536,0.0,0.979293258101852,1145.0,401.9761657714844,207.87828826904297,16,zfp,2.47,BURDENDUST
2770,orig_FSNTOA,70,242.30792042212488,13397.584728100352,118.66594694660368,0.0,0.9167209201388888,4605.0,431.4324951171875,200.2492218017578,16,zfp,2.47,BURDENDUST
